index,game,category,question,answer,amount,media,dj
8612,8194,"""C"" FOOD",Lord Baltimore had one of these desserts named for him; it's often topped with a boiled icing,a cake,200,,False
8613,8194,"""C"" FOOD",This delicacy is much less expensive when lumpfish eggs are used instead of sturgeon eggs,caviar,400,,False
8614,8194,"""C"" FOOD",The seeds of this stalk vegetable are ground & blended with salt to make a popular seasoning,celery,600,,False
8615,8194,"""C"" FOOD",1 of the 2 alternate names for garbanzos that fit the category,chickpeas (or ceci),800,,False
8616,8194,"""C"" FOOD","This sauce served on spaghetti is made with ham or bacon, eggs, cheese & cream",carbonara,1000,,False
8617,8194,CANADIAN CITIES,The Royal Ontario Museum in this city is Canada's largest public museum,Toronto,400,,True
8618,8194,CANADIAN CITIES,"Left over from the 1976 Olympics, this city's velodrome is now an environmental museum",Montreal,800,,True
8619,8194,CANADIAN CITIES,The best place to get an overview of this capital is from the Peace Tower on Wellington Street,Ottawa,1200,,True
8620,8194,CANADIAN CITIES,Much of this capital of Nova Scotia was flattened in a munitions explosion during WWI,Halifax,1600,,True
8621,8194,CANADIAN CITIES,"A 5-ton statue called ""Golden Boy"" tops the Manitoba capitol in this city",Winnipeg,2000,,True
8622,8194,BOTANY,A valuable source of firewood in South America is this tree imported from Australia,eucalyptus,400,,True
8623,8194,BOTANY,Oil from this part of jasmines & roses is used in making of high-quality perfumes,the petals,800,,True
8624,8194,BOTANY,The best-known kind of this yellow flower is the trumpet narcissus,the daffodil,1200,,True
8625,8194,BOTANY,"The ""true"" species of this shrub is called sweet bay",laurel,1600,,True
8626,8194,BOTANY,The leaves of this carnivorous plant form a tube & spout to trap insects,the pitcher plant,2000,,True
8627,8194,BROADWAY MUSICALS,"""Waltz for Eva and Che"" is a musical number from ""Evita"" & ""Hook's Waltz"" is featured in this show",Peter Pan,400,,True
8628,8194,BROADWAY MUSICALS,"The 1990 musical about this rock & roll star could have been called ""Holly!""",Buddy Holly,800,,True
8629,8194,BROADWAY MUSICALS,"""My Fair Lady"" opens outside the Royal Opera House at this London location on ""a cold March night""",Covent Garden,1200,,True
8630,8194,BROADWAY MUSICALS,"Popular TV star heard here in a 1959 musical:""I've always been shy / I confess that I'm shy / Can't you guess that this confident air / Is a mask that I wear 'cause I'm shy""",Carol Burnett,1600,https://www.j-archive.com/media/1993-10-13_DJ_07.mp3,True
8631,8194,BROADWAY MUSICALS,"This current hit musical that premiered in 1992 was inspired by the 1930 show ""Girl Crazy""",Crazy for You,2000,,True
8632,8194,U.S. HISTORY,"When rationing of this began in 1942, most people were limited to 3 gallons per week",gasoline,400,,True
8633,8194,U.S. HISTORY,"Though it ended nationally in 1933, Mississippi didn't repeal it until 1966",Prohibition,800,,True
8634,8194,U.S. HISTORY,In 1861 this Connecticut college awarded the first Ph.D. degree in the U.S.,Yale,1200,,True
8635,8194,U.S. HISTORY,The Santa Fe Trail became obsolete after the completion of this railroad in 1880,"Atchison, Topeka, & Santa Fe",1600,,True
8636,8194,U.S. HISTORY,"In the early 1900s, part of what is now this state asked to become the separate state of Sequoyah",Oklahoma,2000,,True
8637,8194,LITERARY CHARACTERS,"With the assistance of Jonathan Harker, this Transylvanian buys a property near London",Dracula,400,,True
8638,8194,LITERARY CHARACTERS,This James Thurber daydreamer has a wife who bullies him & a car that gives him trouble,Walter Mitty,800,,True
8639,8194,LITERARY CHARACTERS,This Joseph Conrad title character is chief mate on the Patna & a traitor on Patusan Island,Lord Jim,1200,,True
8640,8194,LITERARY CHARACTERS,He's the leader of the inner party in the totalitarian state of Oceania,Big Brother,1600,,True
8641,8194,LITERARY CHARACTERS,"The son of Chingachgook, he's ""The Last of the Mohicans""",Uncas,2000,,True
8642,8194,THE DALAI LAMA,"One of the Dalai Lama's friends & promoters is this gentleman from ""An Officer and a Gentleman""",Richard Gere,400,,True
8643,8194,THE DALAI LAMA,This 1989 award given to the Dalai Lama was denounced by China as politically motivated,the Nobel Peace Prize,800,,True
8644,8194,THE DALAI LAMA,"At age 5 Tenzin Gyatso was taken to the Potala, a palace in this capital, & enthroned",Lhasa,1200,,True
8645,8194,THE DALAI LAMA,In June 1992 the Dalai Lama attended the Earth Summit in this city,Rio de Janeiro,1600,,True
8646,8194,THE DALAI LAMA,The Dalai Lama rules in exile from Dharmsala in this country,India,2000,,True
8647,8195,WWII,Disney character name used as password by Allies on D-Day,Mickey Mouse,200,,False
8648,8195,WWII,"Name for the alliance of Germany, Japan & Italy",the Axis,400,,False
8649,8195,WWII,"His followers were known as ""Black Shirts""",Mussolini,600,,False
8650,8195,WWII,French city that was scene of miraculous Brit. evacuation in 1940,Dunkirk,800,,False
8651,8195,WWII,His cartoon GI's Willie & Joe gave the real GI's something to laugh at in WWII,Bill Mauldin,1000,,False
8652,8195,SIT-COMS,This fatherless musical family might be found in a pear tree,The Partridge Family,200,,False
8653,8195,SIT-COMS,The title of this current series describes how Ted Knight & family coexist,Too Close for Comfort,400,,False
8654,8195,SIT-COMS,"Robert Young had all the answers in this '50s show symbolizing the ""typical American family""",Father Knows Best,600,,False
8655,8195,SIT-COMS,"Pat Harrington was a ""super"" father surrogate in this series",One Day at a Time,800,,False
8656,8195,SIT-COMS,Where Judy Carne & Peter Duel found the heights of love from '66-'71,(on a) rooftop,1000,,False
8657,8195,FIRST LINES,The Gettysburg Address,"""Four score and seven years ago""",200,,False
8658,8195,FIRST LINES,"In opening narration of his TV series, what Superman was ""more powerful than""",a locomotive,400,,False
8659,8195,FIRST LINES,"Flatt & Scruggs opened this series each week with, ""Come'n listen to my story 'bout a man named Jed""",The Beverly Hillbillies,600,,False
8660,8195,FIRST LINES,"Elizabeth Browning's poetic question whose answer begins, ""let me count the ways""","""How do I love thee?""",800,,False
8661,8195,FIRST LINES,"Shakespearean title character who enters on the line, ""So foul & fair a day I have not seen""",Macbeth,1000,,False
8662,8195,MUSIC TRIVIA,"Wild & crazy comic who sang ""Maxwell's Silver Hammer"" in ""Sgt. Pepper"" film",Steve Martin,200,,False
8663,8195,MUSIC TRIVIA,"Dr. Hook & the Medicine Show got their song wish Mar. 29, 1973 when they made this magazine's cover",the Rolling Stone magazine,400,,False
8664,8195,MUSIC TRIVIA,"Name of the taxi driver in 1972 Chapin hit, ""Taxi""",Harry,600,,False
8665,8195,MUSIC TRIVIA,The group Chicago began in 1968 with this longer name,Chicago Transit Authority,800,,False
8666,8195,MUSIC TRIVIA,"This ex-Monkee's ""Elephant Parts"" was the first video to win a Grammy",Michael Nesmith,1000,,False
8667,8195,"""BIG""","A giant gyroscope, or the largest tent in a circus",the big top,200,,False
8668,8195,"""BIG""",What Californians call the creature Canadians call Sasquatch,Bigfoot,400,,False
8669,8195,"""BIG""",Where the Barkleys bunked in this '60s family western,the Big Valley,600,,False
8670,8195,"""BIG""","1938 film in which Bob Hope first sang ""Thanks for the Memories""",The Big Broadcast,800,,False
8671,8195,"""BIG""","Last great wilderness area of Texas, it's a national park by the Rio Grande",Big Bend National Park,1000,,False
8672,8195,FICTION,'20s novel in which Nick narrates the tragedy of Jay & Daisy,The Great Gatsby,400,,True
8673,8195,FICTION,"This Harvard grad based ""The Naked & the Dead"" on his own war experiences",Norman Mailer,800,,True
8674,8195,FICTION,"Russian novel in which Inspector Petrovitch hounds Raskolnikov, a destitute student",Crime and Punishment,1200,,True
8675,8195,FICTION,"He wears a red hunting hat through most of ""The Catcher in the Rye""",Holden Caulfield,1600,,True
8676,8195,FICTION,This Evelyn Waugh novel was made into a movie featuring Liberace as a coffin salesman,The Loved One,2000,,True
8677,8195,THE '60S,"In '67, this actor didn't have to ""Guess Who's Coming to Dinner"", since he was the one they meant",Sidney Poitier,400,,True
8678,8195,THE '60S,"Boxer indicted May 9, 1967 for refusing induction into the army",Muhammad Ali,800,,True
8679,8195,THE '60S,65-year-old Sir Francis Chichester took 9 months to do this in the Gipsy Moth IV,circumnavigate the earth,1200,,True
8680,8195,THE '60S,"June 5-11, 1967",the Six-Day War,1600,,True
8681,8195,THE '60S,"After this event on night of 11/9/65, Johnny Carson predicted that in 9 months, ""a lot of kids will be named Otis""",the New York City blackout (the East Coast blackout),2000,,True
8682,8195,TECHNOLOGY,Famed aviator who helped create an artificial heart in 1936,Charles Lindbergh,400,,True
8683,8195,TECHNOLOGY,"Timepiece invented by Dietrich Winkle, it keeps the beat like a pianist's feet",a metronome,800,,True
8684,8195,TECHNOLOGY,The original use of the umbrella,for sun,1600,,True
8685,8195,TECHNOLOGY,"In 1883, Oscar Hammerstein's uncle patented this machine, putting Cuban women out of work",the cigar roller,2000,,True
8686,8195,ISLANDS,"England, Scotland & Wales are on this island",Great Britain,400,,True
8687,8195,ISLANDS,"In 1960, Archbishop Makarios became 1st president of this country",Cyprus,800,,True
8688,8195,ISLANDS,"In 1799, Capt. James Cook was killed there",Hawaii,1200,,True
8689,8195,ISLANDS,"Islands of this island nation include Long, Crooked, San Salvador & Paradise",the Bahamas,1600,,True
8690,8195,ISLANDS,Location of Italy's Blue Grotto,Capri,2000,,True
8691,8195,THE BIBLE,"After 6 days of creation, what God did on the seventh",rest,400,,True
8692,8195,THE BIBLE,"""The bread"" which the Lord provided to the Israelites starving in the desert",manna,800,,True
8693,8195,THE BIBLE,"His father killed ""the fatted calf"" to welcome him home",the prodigal son,1200,,True
8694,8195,THE BIBLE,"Jesus said of them, ""Solomon in all his glory was not arrayed like 1 of these""",the lilies of the field,1600,,True
8695,8195,THE BIBLE,Ruth's mother-in-law,Naomi,2000,,True
8696,8195,"""LITTLE""","He's gone from ""Good Golly Miss Molly"" to gospel",Little Richard,400,,True
8697,8195,"""LITTLE""",The North Star is in its handle,the Little Dipper,800,,True
8698,8195,"""LITTLE""","Broadway musical from which the following song comes:""Isn't it rich? / Are we a pair?""",A Little Night Music,1200,https://www.j-archive.com/media/1985-05-10_DJ_13.mp3,True
8699,8195,"""LITTLE""",Mothers imitating dandified styles of this novel's hero made boys of the 1880s suffer,Little Lord Fauntleroy,1600,,True
8700,8195,"""LITTLE""","In his ""Essay on Criticism"", Alexander Pope actually wrote this ""is a dangerous thing""",a little learning,2000,,True
8701,8196,GET KOALA-FIED,The koala is in this mammal group that also includes kangaroos & wombats,marsupial,200,,False
8702,8196,GET KOALA-FIED,"""Ode To A Koala Bear"" is a song by this former Beatle & noted animal lover",(Paul) McCartney,400,,False
8703,8196,GET KOALA-FIED,"When your baby has a li'l accident at the diner, head swiftly to a koala kare, one of these 2-word platforms in the restroom",a changing table,600,,False
8704,8196,GET KOALA-FIED,"Cece the koala is the mascot of Columbia College, a liberal arts school in the capital of this state",South Carolina,800,,False
8705,8196,GET KOALA-FIED,You can get up close & personal with the real deal at Lone Pine Koala Sanctuary outside of Brisbane in this Aussie state,Queensland,1000,,False
8706,8196,THE NAME OF THE DAME,"Her house was alive with the sound of music; as a child, she possessed a 4-octave range & could sing notes only dogs could hear",Julie Andrews,200,,False
8707,8196,THE NAME OF THE DAME,"This classy dame was nominated for 12 acting Emmys for ""Murder, She Wrote"" but never won; she did nab an honorary Oscar & some Tonys",Angela Lansbury,400,,False
8708,8196,THE NAME OF THE DAME,"In 2005 her title was nanny, as in ""Nanny McPhee""; she upgraded to dame 13 years later & wore sneakers to the ceremony",Emma Thompson,600,,False
8709,8196,THE NAME OF THE DAME,"For her 81st birthday, this Bond woman got a ""carpe diem"" tattoo on her right wrist",Dame Judi Dench,800,,False
8710,8196,THE NAME OF THE DAME,"In 2019 the queen said, ""You're the one that I want"" to be a dame, ""you"" being this British-born & Australian-raised singer",Olivia Newton-John,1000,,False
8711,8196,PLEDGE OF ALLEGIANCE WORDS,"A magistrate, perhaps of the peace",justice,200,,False
8712,8196,PLEDGE OF ALLEGIANCE WORDS,Raised areas of seating for spectators,stands,400,,False
8713,8196,PLEDGE OF ALLEGIANCE WORDS,A principle of public international law regarding trade relations involves the most-favored this,nation,600,,False
8714,8196,PLEDGE OF ALLEGIANCE WORDS,Title of a famous Plato work,Republic,800,,False
8715,8196,PLEDGE OF ALLEGIANCE WORDS,"Prime numbers are this, except by the number 1 & themselves",indivisible,1000,,False
8716,8196,GOOGLE EASTER EGGS,Click on a balloon after searching for this K-pop band & get messages from Jungkook & its other members,BTS,200,,False
8717,8196,GOOGLE EASTER EGGS,"A Google search for what's the answer to life, the universe & everything gives you this number",42,400,,False
8718,8196,GOOGLE EASTER EGGS,"Search for this Klondike ice cream treat shaped like another food & a banner will display ""1983-2022""; may it rest in peace",the Choco Taco,600,,False
8719,8196,GOOGLE EASTER EGGS,Google this HBO show with Pedro Pascal & keep clicking the mushroom icon for your screen to be enveloped by some humongous fungus,The Last of Us,800,,False
8720,8196,GOOGLE EASTER EGGS,Google search the Chicxulub crater that is on the coast of this peninsula & a large asteroid will blaze across your browser,the Yucatán,1000,,False
8721,8196,OPEN DOOR,"There's nothing irregular about the door seen here, part of the museum devoted to this character",Sherlock Holmes,200,https://www.j-archive.com/media/2023-06-28_J_12.jpg,False
8722,8196,OPEN DOOR,"The LEGO website has ideas on how to create this toddler's door from ""Monsters, Inc."", complete with scream canister",Boo,400,,False
8723,8196,OPEN DOOR,"In jubilee years, just a few every century, the pope opens the Porta Sancta or Holy Door at this Vatican site to pilgrims",St. Peter's Basilica,600,,False
8724,8196,OPEN DOOR,"Legend says the Emperor Door at the Hagia Sophia was made from the timbers of this, mentioned in Genesis",Noah's Ark,800,,False
8725,8196,OPEN DOOR,"Gandalf initially struggles to open the door to this place, but after speaking the Elvish word for ""friend"", he gets it right",the Mines of Moria,1000,,False
8726,8196,POLICY,"Washington's farewell address espoused what became known as this -ism, avoiding all foreign alliances or entanglements",isolationism,200,,False
8727,8196,POLICY,"Based on a quote from him, the ""big stick"" policy was the popular name for this president's foreign affairs strategy",Teddy Roosevelt,400,,False
8728,8196,POLICY,"The first SALT treaties limited the use of these, ABMs for short",anti-ballistic missiles,600,,False
8729,8196,POLICY,The murder of Army private Barry Winchell helped lead to a review of this 4-word policy regarding gay people in the military,"don't ask, don't tell",800,,False
8730,8196,POLICY,In 2015 China announced it was dropping this policy aimed at curtailing its burgeoning population crisis,the one-child policy,1000,,False
8731,8196,"GEOGRAPHY ""B""","Rising in the Western Rockies, the Fraser is the only major river lying entirely within this Canadian province",British Columbia,400,,True
8732,8196,"GEOGRAPHY ""B""","The Tiger's Nest Monastery is in the Paro Valley, about 35 miles from Thimphu, the capital of this Himalayan nation",Bhutan,800,https://www.j-archive.com/media/2023-06-28_DJ_16.jpg,True
8733,8196,"GEOGRAPHY ""B""","3 nations have territory on this large island mentioned in Ptolemy's ""Guide to Geography""",Borneo,1200,,True
8734,8196,"GEOGRAPHY ""B""","Fishing is an important industry in this 86,000-square-mile inlet of the Atlantic off Western Europe",the Bay of Biscay,1600,,True
8735,8196,"GEOGRAPHY ""B""","The Admiralty Islands were under German control from about 1885 until 1914, along with the rest of this sea in the southwest Pacific",the Bismarck Sea,2000,https://www.j-archive.com/media/2023-06-28_DJ_18.jpg,True
8736,8196,PLAYS & PLAYWRIGHTS,"Delicate & rare like herself, a unicorn is among Laura Wingfield's prized collection in this Tennessee Williams play",The Glass Menagerie,400,,True
8737,8196,PLAYS & PLAYWRIGHTS,"Tracy Letts' play about a rundown food shop, its aging owner & his young African-American hire is called ""Superior"" these",Donuts,800,,True
8738,8196,PLAYS & PLAYWRIGHTS,"This gravelly voiced playwright & actor rose to fame in the 1980s with his ""Torch Song Trilogy""",Harvey Fierstein,1200,,True
8739,8196,PLAYS & PLAYWRIGHTS,"""Three Tall Women"" earned this playwright his third Pulitzer Prize",Edward Albee,1600,,True
8740,8196,PLAYS & PLAYWRIGHTS,This Irish playwright who won the 1969 Nobel Prize in Literature wrote in both English & French,Samuel Beckett,2000,,True
8741,8196,CONSTANTINOPLE,"In 1204 Constantinople was sacked during the fourth of these campaigns, severely damaging the Byzantine Empire",the Crusades,400,,True
8742,8196,CONSTANTINOPLE,"In 1889 the Orient Express train ran 1,700 miles from this European capital to Constantinople",Paris,800,,True
8743,8196,CONSTANTINOPLE,In 1853 Prince Menshikov presented his government's demands in Constantinople; they were rejected & this war ensued,the Crimean War,1200,,True
8744,8196,CONSTANTINOPLE,"In 532 A.D. ""blue"" & ""green"" fan groups of this type of racing rioted in Constantinople",chariot racing,1600,,True
8745,8196,CONSTANTINOPLE,"Today a museum, this fabled palace was built by Sultan Mehmed II & has a name meaning ""cannon gate""",Topkapı,2000,,True
8746,8196,RANDOM ACCESS MEMORIES,Hosts Mario Lopez & Kit Hoover have the title ins on this daily half-hour TV show,Access Hollywood,400,,True
8747,8196,RANDOM ACCESS MEMORIES,"Willy Wonka, giving notice: the 5 finders of these ""are the only ones who will be allowed to visit my factory""",golden tickets,800,,True
8748,8196,RANDOM ACCESS MEMORIES,"An L.A. prosecutor, explaining the difference: ""Robbery is a crime against a person, while"" this ""is a crime against a building or thing""",burglary,1200,,True
8749,8196,RANDOM ACCESS MEMORIES,The 1965 Supreme Court case this woman v. Connecticut protected access to birth control,(Estelle) Griswold,1600,,True
8750,8196,RANDOM ACCESS MEMORIES,This Russian port with unrestricted access to the Atlantic is the largest city north of the Arctic circle,Murmansk,2000,,True
8751,8196,ANIMATED MOVIE CHARACTERS,"This title robot watches parts of ""Hello, Dolly!"" on an earth devoid of human life",WALL-E,400,,True
8752,8196,ANIMATED MOVIE CHARACTERS,"The character Po eats, shoots out of fireworks & leaves us laughing in this 2008 film, the start of a film franchise",Kung Fu Panda,800,,True
8753,8196,ANIMATED MOVIE CHARACTERS,"The name of this monkey from ""The Lion King"" means ""friend"" in Swahili",Rafiki,1200,,True
8754,8196,ANIMATED MOVIE CHARACTERS,"Cera, Littlefoot, Spike, Petrie & Ducky try to reunite with their families in this 1988 film set long, long ago",The Land Before Time,1600,,True
8755,8196,ANIMATED MOVIE CHARACTERS,The musically gifted title trio of sisters in this 2003 French film help rescue a kidnapped cyclist,The Triplets of Belleville,2000,,True
8756,8196,PREFIXES,"Before ""act"", ""attack"" & ""mand"", it means opposite or against",counter,400,,True
8757,8196,PREFIXES,"Before ""B"", en-often becomes em-, as in this mortuary job",embalmer,800,,True
8758,8196,PREFIXES,"As a prefix, it means ""under""; as a word, it means a needle for injections",hypo,1200,,True
8759,8196,PREFIXES,"You get ""fore-"" x 2 in this proverb about being prepared",forewarned is forearmed,1600,,True
8760,8197,BASEBALL TEAMS,The Louisville Redbirds are a minor league team affiliated with this St. Louis team,the Cardinals,200,,False
8761,8197,BASEBALL TEAMS,This American League team's insignia has a Maple Leaf on it,The Blue Jays,400,,False
8762,8197,BASEBALL TEAMS,This team's stadium was originally built in 1964 for the minor league Dallas-Ft. Worth Spurs,the Texas Rangers,600,,False
8763,8197,BASEBALL TEAMS,In 1974 McDonald's Corporation founder Ray Kroc bought this National League team,the San Diego Padres,800,,False
8764,8197,BASEBALL TEAMS,"Third baseman Mike Schmidt holds this team's record for career home runs, 548",the Philadelphia Phillies,1000,,False
8765,8197,YANKEES,"This Maine-born author of ""Evangeline"" was the 1st American poet honored with a bust in Westminster Abbey",Longfellow,200,,False
8766,8197,YANKEES,"Born in East Derry, N.H., he attended the Naval Academy before he became the first U.S. man in space",Alan Shepard,400,,False
8767,8197,YANKEES,Bay stater Elliot Richardson resigned as Attorney General when this president told him to fire Archibald Cox,Richard Nixon,600,,False
8768,8197,YANKEES,Mormon leader Brigham Young & this founder of the Mormon church were both born in Vermont,Joseph Smith,800,,False
8769,8197,YANKEES,The dispute over Maine's border was resolved by an 1842 treaty signed by Lord Ashburton & this orator,Daniel Webster,1000,,False
8770,8197,GIANTS,"We don't know what this means in giant talk, but it precedes ""I smell the blood of an Englishman""","""fee, fi, fo, fum""",200,,False
8771,8197,GIANTS,Each of these Homeric giants had a great big eye right in the middle of his forehead,the Cyclopes,400,,False
8772,8197,GIANTS,His pancake griddle was so huge that men had to skate across it with bacon on their feet to grease it,Paul Bunyan,600,,False
8773,8197,GIANTS,The Giants' Staircase is a big attraction at the Doge's Palace in this city,Venice,800,,False
8774,8197,GIANTS,"After this ""labor""er helped his dad, Zeus, win the war of the Giants, the score was Gods 1, Giants 0",Hercules,1000,,False
8775,8197,TWINS,"""Alice knew which was which in a moment""; they had their names embroidered on their collars",Tweedledee & Tweedledum,200,,False
8776,8197,TWINS,He was the father of Cleopatra's twins,Mark Antony,400,,False
8777,8197,TWINS,Since the early 1900s these Laura Lee Hope twins have been featured in a popular series of children's books,the Bobbsey Twins,600,,False
8778,8197,TWINS,"Last name of Swiss-born twins Auguste & Jean, who were known for their balloon experiments",Piccard,800,,False
8779,8197,TWINS,"Jensen Buchanan plays twins Vicky & Marley on this soap originally planned as a spinoff of ""As The World Turns""",Another World,1000,,False
8780,8197,ANGELS,This radiant circle of light is one of an angel's most distinctive features,a halo,200,,False
8781,8197,ANGELS,"Some angels have colorful ones sprouting from their backs, but white ones appear to be more popular",wings,400,,False
8782,8197,ANGELS,"Tradition links the angel Gabriel with this musical instrument—what a ""blast""",a trumpet,600,,False
8783,8197,ANGELS,The archangel Michael was quite a warrior & artists often depict him brandishing one of these weapons,a sword,800,,False
8784,8197,ANGELS,"This archangel's name means ""God has healed""; it also reminds us of a Renaissance artist",Raphael,1000,,False
8785,8197,SOX,They're made of a thick cotton that absorbs the perspiration in their name,sweat socks,200,,False
8786,8197,SOX,"These socks worn with knickers predated another body part sock, the ankle sock",knee socks,400,,False
8787,8197,SOX,Term for a 1940s teenage girl who followed the current fads,a bobby-soxer,600,,False
8788,8197,SOX,Sock supporter that's part of the highest order of knighthood in Great Britain,the Garter,800,,False
8789,8197,SOX,County where the Campbell Clan designed the famous tartan found on socks,Argyll,1000,,False
8790,8197,THE 20th CENTURY,In 1949 Nathuram Godse & Narayan Apte were hanged for the assassination of this Indian leader,Gandhi,400,,True
8791,8197,THE 20th CENTURY,"After his release from Alcatraz in 1939, he retired to Florida unable to run the Chicago mob",Al Capone,800,,True
8792,8197,THE 20th CENTURY,"Retried in 1985, he was acquitted of attempting to kill his socialite wife Sunny",Claus von Bulow,1200,,True
8793,8197,THE 20th CENTURY,"Gus Hall was the presidential nominee of this U.S. party in 1972, 1976, 1980 & 1984",the Communist Party,1600,,True
8794,8197,THE 20th CENTURY,The Leakeys have discovered many hominid fossil skulls at Olduvai Gorge in this country,Tanzania,2000,,True
8795,8197,TOMBS,The Ming Tombs are a tourist attraction about 30 miles north of this capital,Beijing,400,,True
8796,8197,TOMBS,"To discover who's buried in his tomb, go to Riverside Drive in New York City",Grant,800,,True
8797,8197,TOMBS,France's Tomb of the Unknown Soldier Lies in the shadow of this monument,the Arc de Triomphe,1200,,True
8798,8197,TOMBS,Famous tombs in this city include those of Muhammad & his daughter Fatima,Medina,1600,,True
8799,8197,TOMBS,Castel Sant'Angelo on the Tiber in Rome is better known as this emperor's tomb,Hadrian,2000,,True
8800,8197,NICKNAMES,"Clarence Birdseye was called ""The father of"" this type of ""foods""",frozen foods,400,,True
8801,8197,NICKNAMES,"Involved in 3 mutinies, this captain of H.M.S. Bounty was called ""The Man of Mutinies""",Bligh,800,,True
8802,8197,NICKNAMES,"For his cynicism, this American writer was called ""Bitter Bierce""",Ambrose Bierce,1200,,True
8803,8197,NICKNAMES,"He was nicknamed ""The Man of Blood and Iron"" as well as ""The Iron Chancellor""",Bismarck,1600,,True
8804,8197,NICKNAMES,"He's the ""father of the atomic submarine""",Hyman Rickover,2000,,True
8805,8197,POWDERS,"Ferment, roast, shell, grind & take most of the fatty oils out of cacao seeds & you have this powder",cocoa powder,400,,True
8806,8197,POWDERS,The old-fashioned stuff used to shed some light on photographic subjects,flash powder,800,,True
8807,8197,POWDERS,It's the dried powder that's mixed with oil to make paint,pigment,1200,,True
8808,8197,POWDERS,"It's a blend of cumin, coriander, turmeric & other pungent spices",curry,1600,,True
8809,8197,POWDERS,"There are 3 types of it: double-acting, single-acting & phosphate",baking powder,2000,,True
8810,8197,BODIES OF WATER,In Ethiopia the Blue branch of this river drops nearly 140' to form Tisisat Falls,the Nile,400,,True
8811,8197,BODIES OF WATER,In 1965 Canada's Hamilton River was renamed to honor this British prime minister,Churchill,800,,True
8812,8197,BODIES OF WATER,"This ""Beautiful Blue"" river receives over 300 tributaries, many of them in the region around Belgrade",the Danube,1200,,True
8813,8197,BODIES OF WATER,Popular resorts on this lake include Vevey & Montreux in Switzerland & Evian-les-Bains in France,Lake Geneva,1600,,True
8814,8197,BODIES OF WATER,This river on which Hamburg lies formerly served as part of the border between East & West Germany,the Elbe,2000,,True
8815,8197,SHAKESPEARE,"When ""Macbeth"" begins, Duncan is the king of this country",Scotland,400,,True
8816,8197,SHAKESPEARE,"Othello says of her, ""If she be false, O, then heaven mocks itself!""",Desdemona,800,,True
8817,8197,SHAKESPEARE,"Paris calls him ""That banish'd haughty Montague that murder'd my love's cousin""",Romeo,1200,,True
8818,8197,SHAKESPEARE,"Ariel's first line in this play is ""All Hail, Great Master!""",The Tempest,1600,,True
8819,8197,SHAKESPEARE,Rosalind is the daughter of a banished duke in this pastoral comedy,As You Like It,2000,,True
8820,8198,HEALTH & MEDICINE,This injury got its name from the snapping motion of the neck seen in some car collisions,whiplash,200,,False
8821,8198,HEALTH & MEDICINE,Swollen lymph glands are a symptom of this disease that's also known as the three-day measles,German measles,400,,False
8822,8198,HEALTH & MEDICINE,It's what the GI stands for in an upper GI series,gastrointestinal,600,,False
8823,8198,HEALTH & MEDICINE,Christmas disease is a type of this inherited disease in which blood does not clot normally,hemophilia,800,,False
8824,8198,HEALTH & MEDICINE,"Epinephrine, a hormone released when you're angry or scared, is more commonly called this",adrenaline,1000,,False
8825,8198,'40s FILM FACTS,"Her husband Vincente Minnelli directed her musical numbers in ""Till The Clouds Roll By""",Judy Garland,200,,False
8826,8198,'40s FILM FACTS,"Mickey Rooney & Spencer Tracy ""electrified"" audiences when they both played this inventor in 1940",Thomas Edison,400,,False
8827,8198,'40s FILM FACTS,"In her last film, ""The Sun Comes Up"", this singer co-starred with Lassie, not with Nelson Eddy",Jeanette MacDonald,600,,False
8828,8198,'40s FILM FACTS,"Fred Astaire was tapped to star in ""Easter Parade"" after this fellow dancer hurt his ankle",Gene Kelly,800,,False
8829,8198,'40s FILM FACTS,"This 1945 film was shot mainly in black & white, but the Metamorphic title portrait is in color",The Picture of Dorian Gray,1000,,False
8830,8198,ANNUAL EVENTS,The Norwegian Pumpkin Rolling Festival & the Kalamazoo Kitefest are annual events in this state,Michigan,200,,False
8831,8198,ANNUAL EVENTS,"Lincoln, New Mexico was the site of this ""juvenile"" outlaw's last escape, & it's reenacted there every year",Billy the Kid,400,,False
8832,8198,ANNUAL EVENTS,"A swap & sell meeting for folks who collect this kind of wire is held annually in La Crosse, Kansas",barbed wire,600,,False
8833,8198,ANNUAL EVENTS,"New Glarus, Wisconsin, which was founded by Swiss settlers, holds a pageant named for this ""Straight Arrow""",William Tell,800,,False
8834,8198,ANNUAL EVENTS,In 1977 opera composer Gian Carlo Menotti founded this Southern city's Spoleto Festival U.S.A.,"Charleston, South Carolina",1000,,False
8835,8198,MUSICAL TERMS,This is a stick with attached horsehairs drawn across the strings of a violin,a bow,200,,False
8836,8198,MUSICAL TERMS,A 3-note one of these is also called a triad,a chord,400,,False
8837,8198,MUSICAL TERMS,"This soft, relaxed style of singing is associated with Bing Crosby",crooning,600,,False
8838,8198,MUSICAL TERMS,This florid style of operatic singing comes from the Italian word for coloring,coloratura,800,,False
8839,8198,MUSICAL TERMS,This country's classical music is based on arrangements of notes called ragas,India,1000,,False
8840,8198,SCHOOL DAYS,"Another name for Phys Ed, or the building in which it's held",Gym,200,,False
8841,8198,SCHOOL DAYS,"Tardy is just being late for class; if you're playing this, you're skipping school entirely",hooky,400,,False
8842,8198,SCHOOL DAYS,"It doesn't take a CPA to figure out a student's GPA, which stands for this",grade point average,600,,False
